OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT,ObjectId
2020,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Youth,2,Mount Olive-Silverstone-Jamestown,3,16657
2017,D53,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,97,Yonge-St.Clair,1,16658
2017,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,43,Victoria Village,3,16659
2019,D22,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,11,Eringate-Centennial-West Deane,1,16660
2020,D41,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,126,Dorset Park,180,16661
2018,D22,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,158,Islington,5,16662
2015,D51,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,168,Downtown Yonge East,4,16663
2016,D32,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,31,Yorkdale-Glen Park,2,16664
2020,D51,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,72,Regent Park,5,16665
2017,D33,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,46,Pleasant View,94,16666
2021,D22,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,19,Long Branch,2,16667
2015,D42,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,130,Milliken,683,16668
2022,D23,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,11,Eringate-Centennial-West Deane,2,16669
2022,D43,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,136,West Hill,3,16670
2017,D12,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,28,Rustic,7,16671
2022,D52,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,170,Yonge-Bay Corridor,3,16672
2015,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,44,Flemingdon Park,97,16673
2018,D33,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,119,Wexford/Maryvale,12,16674
2015,D52,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,168,Downtown Yonge East,2,16675
2014,D32,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,32,Englemount-Lawrence,4,16676
2020,D41,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,138,Eglinton East,1,16677
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,62,East End-Danforth,16,16678
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,58,Old East York,234,16679
2016,D42,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,142,Woburn North,1,16680
2017,D11,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,91,Weston-Pelham Park,8,16681
2020,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,116,Steeles,2,16682
2018,D42,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,128,Agincourt South-Malvern West,3,16683
2021,D51,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,71,Cabbagetown-South St.James Town,1,16684
2019,D43,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,123,Cliffcrest,2,16685
2019,D42,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,116,Steeles,1,16686
2021,D41,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,126,Dorset Park,1,16687
2016,D22,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,19,Long Branch,24,16688
2018,D13,Prov Offence Summons Part Iii Form 104                                         ,Distracted Driving,Adult,31,Yorkdale-Glen Park,1,16689
2016,D11,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,171,Junction-Wallace Emerson,15,16690
2017,D53,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,169,Bay-Cloverhill,9,16691
2016,D33,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,40,St.Andrew-Windfields,3,16692
2016,D33,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,149,Parkwoods-O'Connor Hills,2,16693
2014,D12,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,29,Maple Leaf,3,16694
2018,D23,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,9,Edenbridge-Humber Valley,13,16695
2022,D53,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,56,Leaside-Bennington,241,16696
2017,D43,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,142,Woburn North,131,16697
2015,D53,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,102,Forest Hill North,2,16698
2020,D14,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,83,Dufferin Grove,2,16699
2022,D31,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,154,Oakdale-Beverley Heights,16,16700
2016,D13,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,107,Oakwood Village,3,16701
2021,NSA,Prov Offence Notice - Part I (Pot)                                             ,Speeding,Adult,130,Milliken,5,16702
2016,D43,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,123,Cliffcrest,111,16703
2017,D13,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,109,Caledonia-Fairbank,128,16704
2017,D11,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,83,Dufferin Grove,111,16705
2020,D55,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,54,O'Connor-Parkview,19,16706
2014,D42,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,146,Malvern East,42,16707
2022,D51,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,73,Moss Park,17,16708
2016,D33,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Adult,42,Banbury-Don Mills,69,16709
2021,D31,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,24,Black Creek,7,16710
2018,D51,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,70,South Riverdale,10,16711
2016,D13,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,31,Yorkdale-Glen Park,5,16712
2021,D31,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,NSA,NSA,4,16713
2018,D43,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,134,Highland Creek,2,16714
2021,D41,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,121,Oakridge,1,16715
2022,D42,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Adult,143,West Rouge,40,16716
2014,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,119,Wexford/Maryvale,10,16717
2016,D41,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,125,Ionview,8,16718
2016,D13,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,NSA,NSA,85,16719
2014,D55,Prov Offence Summons Part Iii Form 104                                         ,Aggressive Driving,Adult,63,The Beaches,7,16720
2022,D53,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,41,Bridle Path-Sunnybrook-York Mills,8,16721
2018,D43,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,141,Golfdale-Cedarbrae-Woburn,4,16722
2014,D33,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,147,L'Amoreaux West,4,16723
2017,D14,Prov Offence Summons Part Iii Form 104                                         ,All CAIA,Adult,NSA,NSA,4,16724
2020,D53,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,167,Church-Wellesley,11,16725
2022,D53,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Youth,41,Bridle Path-Sunnybrook-York Mills,1,16726
2014,D55,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,69,Blake-Jones,63,16727
2015,D23,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Adult,4,Rexdale-Kipling,99,16728
2022,D52,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,78,Kensington-Chinatown,31,16729
2018,D52,Prov Offence Notice - Part I (Pot)                                             ,Other HTA,Youth,164,Wellington Place,2,16730
2014,D13,Prov Offence Notice - Part I (Pot)                                             ,Aggressive Driving,Youth,92,Corso Italia-Davenport,2,16731
2020,D43,Prov Offence Notice - Part I (Pot)                                             ,Distracted Driving,Adult,135,Morningside,5,16732
2014,D32,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,153,Avondale,54,16733
2019,D42,Prov Offence Summons Part Iii Form 104                                         ,Speeding,Adult,145,Malvern West,9,16734
2015,D53,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,71,Cabbagetown-South St.James Town,11,16735
2022,D31,Prov Offence Notice - Part I (Pot)                                             ,All CAIA,Adult,23,Pelmo Park-Humberlea,9,16736
2014,D55,Prov Offence Summons Part Iii Form 104                                         ,Other HTA,Youth,70,South Riverdale,3,16737
